_id	lemma	newspaper	country	formality	_cws.model	_ctxt.model	model.x	model.y
toetsenbord/noun/het_laatste_nieuws_20030226_01_454/275	toetsenbord	het_laatste_nieuws	Belgium	popular	computer_scherm/noun;afstandsbediening/noun	"<small>De twee maakten op 29 december vorig jaar bij diverse</small> inbraken juwelen , duizend euro , een <u>computerscherm</u><sup>5.076</sup> , een <span class='target'>toetsenbord</span> , boxen , <u>afstandsbediening</u><sup>4.922</sup> , een versterker , een cd-speler <small>, een video en een tuner buit . De dieven</small>"	23.0162872357843	-6.93599185882878
toetsenbord/noun/parool_20011120_91/617	toetsenbord	parool	Netherlands	popular	;voer_in/verb	"<small>een keus te maken tussen een voelbare ' F' (</small> francs ) of ' E' ( euro ) op het <span class='target'>toetsenbord</span> . Daarna wordt het gewenste bedrag <u>ingevoerd</u><sup>2.541</sup> . Hoorbaar wordt <small>de omrekening uitgevoerd . " De Franse blindenverenigingen zijn er</small>"	15.1072360996753	2.95203901282076
toetsenbord/noun/parool_20010106_145/237	toetsenbord	parool	Netherlands	popular	door/comp;vinger/noun;	"<small>toeschouwer verstrikt in de wirwar van computer- en communicatiebedrijven .</small> Er wordt actie gesuggereerd <u>door</u><sup>1.249</sup> veel snel ratelende <u>vingers</u><sup>3.638</sup> op <span class='target'>toetsenborden</span> te laten zien , maar de argeloze toeschouwer ziet door <small>de bomen het bos niet meer . Alleen echte whizzkids</small>"	-2.17081977398492	25.3680497382054
toetsenbord/noun/de_standaard_20021221_01_89/233	toetsenbord	de_standaard	Belgium	quality	gebruik/noun;mobiel/adj;gebruiker/noun;digitaal/adj	"<small>en pengevoelig scherm . Dergelijke modellen zijn vooral bedoeld voor</small> mensen die ook onderweg intensief <u>gebruik</u><sup>1.85</sup> willen maken van het <span class='target'>toetsenbord</span> . Slateszijn voor de compromisloze <u>mobiele</u><sup>2.282</sup> <u>gebruiker</u><sup>3.884</sup> die een <u>digitale</u><sup>2.567</sup> <small>versie van een schrijfblok zoekt . We onderzoeken drie verschillende</small>"	-0.943743230246114	0.150982843957431
toetsenbord/noun/de_morgen_20010129_01_204/105	toetsenbord	de_morgen	Belgium	quality	gebruiker/noun;herken/verb;zodat/comp;overbodig/adj;PC/name	"<small>de software te bedienen , maar moest ook het handschrift</small> van de <u>gebruiker</u><sup>3.884</sup> <u>herkennen</u><sup>1.563</sup> , <u>zodat</u><sup>1.609</sup> op die manier het <span class='target'>toetsenbord</span> <u>overbodig</u><sup>2.899</sup> werd . De Pen <u>PC</u><sup>4.315</sup> haalde de markt niet <small>: in die tijd was de rekenkracht van pc's nog</small>"	-1.12715755006476	1.61969255603453
toetsenbord/noun/nrc_handelsblad_20010124_11/53	toetsenbord	nrc_handelsblad	Netherlands	quality	letter/noun;w/noun;computer/noun;verwijder/verb	"<small>Huis-medewerkers hebben hun gevoelens van respijt kennelijk gekoeld door de</small> <u>letter</u><sup>4.243</sup> <u>W</u><sup>4.598</sup> - van George Walker Bush - van de <span class='target'>toetsenborden</span> van hun <u>computers</u><sup>4.093</sup> te <u>verwijderen</u><sup>1.679</sup> . Zegslieden voor de regering-Clinton <small>waren niet te bereiken . Die regering bestaat niet meer</small>"	-8.18386447290666	-12.088737692988
klavier/noun/nrc_handelsblad_20010420_5/457	klavier	nrc_handelsblad	Netherlands	quality	taal/noun;zit/verb	"<small>lied op de markt te brengen waarin ` liefde en</small> <u>taal</u><sup>1.437</sup> ' centraal staan . " Ik ga aan mijn <span class='target'>klavier</span> <u>zitten</u><sup>1.59</sup> en ik maak een lied waarin die twee begrippen <small>waarin die twee begrippen aan elkaar worden gekoppeld . "</small>"	-11.2341500848149	14.0682758709952
toetsenbord/noun/het_nieuwsblad_20010607_01_499/202	toetsenbord	het_nieuwsblad	Belgium	popular	genoeg/det;	"<small>ophoesten om te investeren . De 1.000 frank die het</small> lopende PC/KD-project begroot , is vaak amper <u>genoeg</u><sup>1.109</sup> om een <span class='target'>toetsenbord</span> te kopen . De nieuw opgerichte vzw E-learning Partnership Groeninge <small>wil daar iets aan doen . Onderwijsmensen bekijken samen met</small>"	-14.5025676519837	-5.17234220520107
toetsenbord/noun/het_nieuwsblad_19990204_01_629/567	toetsenbord	het_nieuwsblad	Belgium	popular	je/pron;hoef/verb;je/det;tokkel/verb	"<small>turbotijdperk houden de media blijkbaar uitverkoop . Internetaansluitingen , e-mailadressen</small> , stempostrelaties en cyberspace-huwelijken , <u>je</u><sup>1.064</sup> <u>hoeft</u><sup>1.227</sup> maar op <u>je</u><sup>2.225</sup> <span class='target'>toetsenbord</span> te <u>tokkelen</u><sup>5.861</sup> en het leven heeft weer zin , ook <small>al zie je geen mens . Je surft moeiteloos naar</small>"	-18.6947479405028	-22.0108237567317
toetsenbord/noun/parool_20020613_67/375	toetsenbord	parool	Netherlands	popular	letter/noun;W/name;verwijder/verb;vervang/verb	"<small>de vuurpijl vond het General Accounting Office toetsenborden van computers</small> , waarvan de <u>letter</u><sup>4.243</sup> <u>W</u><sup>3.236</sup> was <u>verwijderd</u><sup>1.679</sup> . Zijn die <span class='target'>toetsenborden</span> <u>vervangen</u><sup>1.231</sup> ? Natuurlijk . Anders had Bush de War on <small>Terrorism nooit kunnen uitroepen . Ar on Terrorism klinkt toch</small>"	-10.4506164175333	-9.90873329933533
klavier/noun/de_morgen_20010228_01_31/24	klavier	de_morgen	Belgium	quality	gebruik/verb;noot/noun;	"<small>Broers tussen droom en nachtmerrie Jan Siebelink gebruikt alle noten</small> en nachtmerrie Jan Siebelink <u>gebruikt</u><sup>1.656</sup> alle <u>noten</u><sup>4.544</sup> van het naturalistische <span class='target'>klavier</span> en bij voorkeur de zwarte Jan Siebelink Engelen van het <small>duister Meulenhoff , Amsterdam , 368 p. , 890 frank</small>"	-28.79990178768	15.3809402007033
klavier/noun/het_laatste_nieuws_20010411_01_319/590	klavier	het_laatste_nieuws	Belgium	popular	;collega/noun	"<small>rendement van de computerspecialisten . Het is nu ook weer</small> niet de bedoeling dat ze heelder dagen moppen rondsturen of <span class='target'>klavieren</span> van <u>collegaandapos;s</u><sup>1.784</sup> vastlijmen . Zin voor humor ? Graag , <small>maar met mate andquot; . De originele wervingscampagne - uitgedokterd</small>"	-12.3068318051346	-2.03044607982876
toetsenbord/noun/parool_20001222_47/685	toetsenbord	parool	Netherlands	popular	hand/noun;klik/verb	"<small>klikken , de hoeveelheid en de prijs . " De</small> handelaar heeft beide <u>handen</u><sup>1.606</sup> al vol , die wil geen <span class='target'>toetsenbord</span> . Hij wil <u>klikken</u><sup>2.688</sup> , " zegt Geurts . Op <small>elk gewenst moment tovert hij een overzicht van zijn posities</small>"	-8.28355253650506	29.3895030975363
klavier/noun/het_nieuwsblad_20031224_01_270/161	klavier	het_nieuwsblad	Belgium	popular	boven/prep;hang/verb	"<small>aan de ingang van de filialen . De geheime code</small> werd vastgelegd met een microcamera die de oplichters <u>boven</u><sup>1.711</sup> het <span class='target'>klavier</span> van de automaat hadden <u>gehangen</u><sup>1.022</sup> . De beelden van de <small>camera werden opgeslagen op een computer die verstopt zat in</small>"	-6.1493562092504	13.0517702192793
toetsenbord/noun/de_standaard_20011029_01_51/399	toetsenbord	de_standaard	Belgium	quality	druk/verb;toets/noun;waarop/pp	"<small>( die tussen de Ctrl- en de Apple-toets ) tegelijk</small> in te <u>drukken</u><sup>1.866</sup> met die <u>toets</u><sup>5.492</sup> . Hebt u een <span class='target'>toetsenbord</span> <u>waarop</u><sup>1.45</sup> geen euro staat , probeer dan eens Option+ of <small>anders Option+Shift+2 . En dan nu de software . Laten</small>"	-21.5349366029007	-9.81738195520053
toetsenbord/noun/de_standaard_19991221_01_35/259	toetsenbord	de_standaard	Belgium	quality	instrument/noun;ingewikkeld/adj;functie/noun	"<small>die jammer genoeg nooit de snelheid of soepelheid van een</small> specifieker <u>instrument</u><sup>2.065</sup> zal geven . Bij <u>ingewikkelder</u><sup>2.421</sup> spelen wordt het <span class='target'>toetsenbord</span> bovendien de facto ingeschakeld als het volledige aanbod aan <u>functies</u><sup>1.104</sup> <small>niet op een standaard stuurpook overgebracht kan worden . Bij</small>"	-19.190863230325	5.10953512562443
toetsenbord/noun/volkskrant_20030904_123/260	toetsenbord	volkskrant	Netherlands	quality	normaal/adj;televisie/noun;	"<small>met een 17,5 inch beeldscherm die in een oogwenk in</small> een <u>normale</u><sup>1.487</sup> <u>televisie</u><sup>1.159</sup> kan worden omgevormd . Daartoe wordt het <span class='target'>toetsenbord</span> ingeklapt . De tv-zenders van de Holland Media Groep , <small>RTL 4 , -5 en Yorin , maken weer winst</small>"	-8.87171573979229	15.927593703396
toetsenbord/noun/de_morgen_20000330_01_147/48	toetsenbord	de_morgen	Belgium	quality	achter/prep;speciaal/adj;toets/noun;gebruiker/noun	"<small>maand via een dochterbedrijf gratis toetsenborden leveren . De enige</small> catch <u>achter</u><sup>2.289</sup> die marketingstunt is het feit dat bovenaan het <span class='target'>toetsenbord</span> drie <u>speciale</u><sup>2.078</sup> <u>toetsen</u><sup>5.492</sup> prijken die de <u>gebruiker</u><sup>3.884</sup> automatisch naar de <small>on-linediensten van AOL ( de site , de instant messenger</small>"	-22.1323637723233	-11.0731306323989
toetsenbord/noun/de_standaard_20000725_01_38/782	toetsenbord	de_standaard	Belgium	quality	muis/noun;je/pron	"<small>plastic zijn of scherpe randen hebben , belemmeren ze de</small> bloedcirculatie . Voor de <u>muis</u><sup>6.295</sup> geldt hetzelfde als voor het <span class='target'>toetsenbord</span> : <u>je</u><sup>1.064</sup> zorgt het best voor goed materiaal om het <small>algemene werkcomfort te verbeteren . Een trackballof een ander alternatief</small>"	20.5076920758788	-21.8222961398812
toetsenbord/noun/algemeen_dagblad_19990904_182/302	toetsenbord	algemeen_dagblad	Netherlands	popular	telefoon/noun;aan_raak_scherm/noun;waarmee/pp;je/pron;via/prep;surf/verb	"<small>, is volop in ontwikkeling . Alcatel heeft de Web</small> Touch One . Het is een <u>telefoon</u><sup>2.925</sup> met <u>aanraakscherm</u><sup>7.931</sup> en <span class='target'>toetsenbord</span> <u>waarmee</u><sup>1.93</sup> <u>je</u><sup>1.064</sup> <u>via</u><sup>2.007</sup> het telefoonnet kunt e-mailen , <u>surfen</u><sup>2.919</sup> en <small>bellen . De uitvinding is nog niet verkrijgbaar in Nederland</small>"	11.7662035872557	6.45500943824256
toetsenbord/noun/de_standaard_20031213_01_30/621	toetsenbord	de_standaard	Belgium	quality	Logitech/name;handig/adj;je/det;pda/noun;toetsenbord/noun;sluit_aan/verb;je/pron	"<small>Pocket PC-toestellen vind je heel wat leuke accessoires . De</small> KeyCase van <u>Logitech</u><sup>7.443</sup> ( 130 euro ) is een <u>handig</u><sup>2.686</sup> <span class='target'>toetsenbord</span> voor <u>je</u><sup>2.225</sup> <u>pda</u><sup>6.396</sup> . Dit drukgevoelige stoffen <u>toetsenbord</u><sup>6.58</sup> <u>sluit</u><sup>2.791</sup> <u>je</u><sup>1.064</sup> <small>eenvoudig aan op je handheld en het doet tegelijkertijd dienst</small>"	9.73252266302314	-11.2533122347456
klavier/noun/de_morgen_20000330_01_147/135	klavier	de_morgen	Belgium	quality	volledig/adj;boven/prep	"<small>Het apparaat wordt hen dan - op verzendingskosten na -</small> <u>volledig</u><sup>1.074</sup> gratis toegestuurd . Het enige verschil met een gewoon <span class='target'>klavier</span> is dat zich <u>boven</u><sup>1.711</sup> de F-toetsen achttien ' RocketKeys ' <small>bevinden : toetsen met het opschrift ' entertainment ' ,</small>"	-5.60733890888169	12.4381292051927
toetsenbord/noun/de_morgen_19990127_01_53/569	toetsenbord	de_morgen	Belgium	quality	stoel/noun;	"<small>Er moet iets gebeurd zijn ... Stel u voor :</small> een iMac , een <u>stoel</u><sup>2.026</sup> , vader voorovergebogen over het <span class='target'>toetsenbord</span> en geflankeerd door twee kleinkinderen - Felix en Kasper , <small>de schavuiten die mijn broer en mijn schoonzus aan de</small>"	1.93267151519463	-17.6357918444917
toetsenbord/noun/nrc_handelsblad_19991106_133/2798	toetsenbord	nrc_handelsblad	Netherlands	quality	muis/noun;klein/adj;toetsenbord/noun;toets/noun	"<small>op hun rug , vaak in een toetsenbord ingebouwd )</small> , grote <u>muizen</u><sup>6.295</sup> , <u>kleine</u><sup>1.429</sup> <u>muizen</u><sup>6.295</sup> , splitsbare <u>toetsenborden</u><sup>6.58</sup> , <span class='target'>toetsenborden</span> waarbij de <u>toetsen</u><sup>5.492</sup> in kuiltjes zijn verzonken , is het <small>effect op RSI niet door wetenschappelijk onderzoek onderbouwd . En</small>"	12.5930396641875	-16.3806016427977
klavier/noun/het_nieuwsblad_19991118_01_333/265	klavier	het_nieuwsblad	Belgium	popular	zit/verb;achter/prep;en/adv	"<small>van moeten " , herinnert André zich . Op zijn</small> zestiende , in 1949 , <u>zat</u><sup>1.59</sup> hij al <u>achter</u><sup>2.729</sup> het <span class='target'>klavier</span> in Mullem . Hij zou twaalf jaren heen <u>en</u><sup>1.254</sup> weer <small>pendelen naar de kleinste parochie uit de regio . "</small>"	-14.473329102002	13.4904383459827
toetsenbord/noun/volkskrant_20020309_210/480	toetsenbord	volkskrant	Netherlands	quality	je/pron;	"<small>en in het café komen ze weleens met vrolijke vragen</small> op <u>je</u><sup>1.064</sup> af . Soms kijk <u>je</u><sup>1.064</sup> op van een <span class='target'>toetsenbord</span> en zijn zes uren verschreven . In die tijd ben <small>je met een leuk personage uit winkelen geweest , heb</small>"	-5.18734224495284	19.3930923351869
toetsenbord/noun/parool_19990318_10/417	toetsenbord	parool	Netherlands	popular	hand/noun;	"<small>daarmee gemoeid mag zijn . Dat schept onvermijdelijk een bureaucratie</small> die leidt tot hoge overhead-kosten : meer <u>handen</u><sup>1.606</sup> aan het <span class='target'>toetsenbord</span> , minder aan het bed . De aanwezigen in De <small>Rode Hoed protesteerden bitter tegen de gevolgen van dat alles</small>"	-9.05009380846115	28.266429537664
klavier/noun/de_standaard_20030305_01_7/240	klavier	de_standaard	Belgium	quality	vinger/noun;	"<small>air piano te spelen . Alleen : hij is niet</small> te volgen . Zo gedreven razen zijn <u>vingers</u><sup>3.373</sup> over het <span class='target'>klavier</span> . Hij is de ultieme bandleider die samen met zijn <small>goede maat en superdrummer Gilson Lavis ( ex-Squeeze ) het</small>"	-3.63160568285465	26.5567467401432
toetsenbord/noun/de_morgen_20030426_01_61/710	toetsenbord	de_morgen	Belgium	quality	fabrikant/noun;	"<small>zoals wij die kennen is dood , zeggen ze bij</small> <u>fabrikant</u><sup>2.521</sup> Neonode . En dus heeft hun N1 geen regulier <span class='target'>toetsenbord</span> meer . In de plaats kwam een opslagruimte van 1GB <small>. De N1 is een mix van : allicht een</small>"	9.87598563264027	-8.90509782110791
toetsenbord/noun/algemeen_dagblad_20010222_151/75	toetsenbord	algemeen_dagblad	Netherlands	popular	mobiel/adj;telefoon/noun;bacterie/noun;u/det;computer/noun;waardoor/pp	"<small>vreesde . POETS MET EEN ` Glorix duizend-dingen-doekje ' de</small> <u>mobiele</u><sup>2.282</sup> <u>telefoon</u><sup>2.925</sup> en alle <u>bacteriën</u><sup>2.797</sup> zullen verdwijnen . Keer het <span class='target'>toetsenbord</span> van <u>uw</u><sup>1.476</sup> <u>computer</u><sup>4.093</sup> om en schud flink <u>waardoor</u><sup>1.272</sup> huidschilfers en <small>haren eruit vallen . Zo luidden de adviezen van een</small>"	2.95794608731686	-2.62920564535792
