_id	lemma	newspaper	country	formality	_cws.model	_ctxt.model	model.x	model.y
aflossing/noun/nrc_handelsblad_19991116_93/517	aflossing	nrc_handelsblad	Netherlands	quality	zorg/verb;	"<small>toen in overgrote , enigszins eufore meerderheid ( de Canadezen</small> vertrekken , maar wij willen wel , we <u>zorgen</u><sup>1.538</sup> voor <span class='target'>aflossing</span> ) weinig weten en maakte Ter Beeks oranje licht van <small>harte groen . Wat dat betreft is de vreugde van</small>"	7.45557300329051	3.32258941374097
aflossing/noun/parool_19990824_18/22	aflossing	parool	Netherlands	popular	Orahovac/name;eens/adj;Gele/name;Rijders/name	"<small>Russische officieren en lokale Albanese leiders probeerden het vandaag in</small> in <u>Orahovac</u><sup>4.949</sup> onder Nederlandse supervisie <u>eens</u><sup>1.091</sup> te worden over de <span class='target'>aflossing</span> van het Nederlandse detachement <u>Gele</u><sup>4.315</sup> <u>Rijders</u><sup>5.564</sup> in de stad door <small>Russische troepen . Ook vandaag waren de toegangswegen tot de</small>"	5.44588512234457	15.5133828893979
aflossing/noun/nrc_handelsblad_20040221_201/78	aflossing	nrc_handelsblad	Netherlands	quality	waardoor/pp;zicht/noun;rente/noun;risico/noun;huur/noun	"<small>een constructie op soms slinkse wijze terugbrengen tot netto maandlasten</small> , <u>waardoor</u><sup>1.019</sup> het <u>zicht</u><sup>1.262</sup> op de basisingrediënten ( <u>rente</u><sup>5.199</sup> , <span class='target'>aflossing</span> en persoonlijke <u>risico's</u><sup>1.456</sup> , of <u>huren</u><sup>3.293</sup> ) vertroebelt . Behalve <small>de rente ( huur ) is de aflossing het tweede</small>"	0.431425791148652	-4.44265407234471
aflossing/noun/het_nieuwsblad_20020320_01_176/238	aflossing	het_nieuwsblad	Belgium	popular	;wacht/noun;liefst/adv	"<small>van Asse , zijn job van advocaat , politicus en</small> burgemeester moeilijk met die van clubvoorzitter kan blijven combineren . <span class='target'>Aflossing</span> van de <u>wacht</u><sup>6.314</sup> , en <u>liefst</u><sup>1.328</sup> met een fusie , <small>is dan ook noodzakelijk . Zoals hoger gezegd zal de</small>"	-33.339791275135	17.1626102003024
aflossing/noun/de_standaard_20010716_01_15/329	aflossing	de_standaard	Belgium	quality	maximaal/adv;miljoen/noun;miljard/noun;daardoor/pp	"<small>sneller te realiseren . Vlaanderen zou daarbij over een marge</small> van <u>maximaal</u><sup>1.926</sup> 62 <u>miljoen</u><sup>1.235</sup> euro ( 2,5 <u>miljard</u><sup>2.472</sup> ) aan <span class='target'>aflossingen</span> op jaarbasis beschikken , bij meerdere prefinancieringen . <u>Daardoor</u><sup>1.466</sup> kan <small>Vlaanderen een aantal werken in het gebied rond de haven</small>"	-2.43484197247563	3.71914612004779
aflossing/noun/nrc_handelsblad_20010102_12/294	aflossing	nrc_handelsblad	Netherlands	quality	Financiën/name;inkomst_meevaller/noun;besteed/verb;staat_schuld/noun;lastenverlichting/noun	"<small>de voeten kunnen met de begrotingsregels van minister Zalm (</small> <u>Financiën</u><sup>1.946</sup> ) . Formeel mogen <u>inkomstenmeevallers</u><sup>7.056</sup> alleen <u>besteed</u><sup>2.379</sup> worden aan <span class='target'>aflossing</span> van de <u>staatsschuld</u><sup>7.432</sup> of <u>lastenverlichting</u><sup>5.962</sup> . Een meerderheid van de <small>Kamer wil een deel van de inkomstenmeevallers ook gebruiken voor</small>"	18.4470351529981	16.1469609036457
afbetaling/noun/het_nieuwsblad_20041215_01_522/464	afbetaling	het_nieuwsblad	Belgium	popular	lening/noun;termijn/noun;	"<small>met de stad en Dexia rond de tafel gaan zitten</small> om de modaliteiten van de nieuwe <u>lening</u><sup>5.701</sup> met <u>termijnen</u><sup>1.373</sup> en <span class='target'>afbetalingen</span> te kennen . btl <small>te kennen . btl</small>"	-7.84673319428616	-13.6508226343328
aflossing/noun/nrc_handelsblad_20000225_1/147	aflossing	nrc_handelsblad	Netherlands	quality	versneld/adj;staat_schuld/noun;Kok/name	"<small>gebeuren . Niet zonder reden constateren PvdA-fractieleden dat ze "</small> retorisch op achterstand staan " in de discussie over <u>versnelde</u><sup>5.332</sup> <span class='target'>aflossing</span> van de <u>staatsschuld</u><sup>7.432</sup> . PvdA-leider W. <u>Kok</u><sup>1.139</sup> kan zich in <small>soberheid inmiddels ruimschoots meten met W. Drees , maar zijn</small>"	17.1627472024416	2.5003517392885
aflossing/noun/nrc_handelsblad_19991230_2/781	aflossing	nrc_handelsblad	Netherlands	quality	uitgave/noun;zorg/noun;onderwijs/noun;milieu/noun;staat_schuld/noun	"<small>) belastingverlaging , opnieuw uitbreiding van de collectieve sector door</small> hogere <u>uitgaven</u><sup>3.292</sup> voor <u>zorg</u><sup>1.278</sup> , <u>onderwijs</u><sup>1.51</sup> en <u>milieu</u><sup>1.254</sup> , danwel <span class='target'>aflossing</span> van <u>staatsschuld</u><sup>7.432</sup> . Het afgelopen jaar heb ik hier herhaaldelijk <small>gepleit voor de laatstgenoemde optie . Door overschotten nu te</small>"	19.1396803193073	12.7137529748768
aflossing/noun/parool_20000513_31/353	aflossing	parool	Netherlands	popular	onderwijs/noun;gezondheidszorg/noun;rente/noun;lening/noun;betaal_terug/verb	"<small>van de regen in de drup geraken . Hun wordt</small> gemaand te bezuinigen op <u>onderwijs</u><sup>1.51</sup> en <u>gezondheidszorg</u><sup>1.589</sup> zodat <u>rente</u><sup>5.199</sup> en <span class='target'>aflossing</span> van de <u>leningen</u><sup>4.819</sup> aan het IMF <u>terugbetaald</u><sup>2.322</sup> kunnen worden . <small>Als voorbeeld nemen we wederom Curaçao . Om te bezuinigen</small>"	-1.65842639753459	-6.73719004690251
afbetaling/noun/de_morgen_20010108_01_175/565	afbetaling	de_morgen	Belgium	quality	accoord/adj;dergelijk/adj;Rusland/name	"<small>Londen . Die groep schuldeisers krijgt nog 32 miljard van</small> de Russen , maar ging er mee <u>akkoord</u><sup>2.511</sup> dat de <span class='target'>afbetalingen</span> gehalveerd werden . Iets <u>dergelijks</u><sup>1.05</sup> wil <u>Rusland</u><sup>2.449</sup> nu ook met <small>de Club van Parijs afspreken . Ook hebben de Russen</small>"	11.5851170112859	-8.79077108331315
